application_id,officer_id,loan_type_id,submission_date,submission_date_id,end_date,loan_amount,interest_rate,credit_score,applicant_age,applicant_income,num_dependents,outcome,total_processing_days,submission_stage_days,doc_verification_days,credit_check_days,underwriting_days,approval_days,disbursement_days,is_month_end_application,is_anomaly,region,loan_type,date_id,full_date,year,quarter,month,month_name,week,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end
APP02465,OFF012,LT02,2023-07-30,20230730,2023-09-06,2358000,9,721,32,1429000,2,Approved,38.83,4.69,7.35,5.93,9.06,6.1,5.7,True,False,West,Home Loan,20230730,2023-07-30,2023,3,7,July,30,6,Sunday,True,False,False
APP02466,OFF017,LT02,2024-05-28,20240528,2024-07-28,4330000,9.45,619,23,507000,1,Approved,61.85,7.84,11.32,9.47,14.91,9.21,9.1,True,False,North,Home Loan,20240528,2024-05-28,2024,2,5,May,22,1,Tuesday,False,False,False
APP02467,OFF046,LT01,2024-10-25,20241025,2024-11-29,206000,12.55,709,54,1428000,0,Approved,35.86,4.3,6.42,5.77,8.71,5.16,5.5,True,False,Central,Personal Loan,20241025,2024-10-25,2024,4,10,October,43,4,Friday,False,False,False
APP02468,OFF013,LT05,2022-11-01,20221101,,1918000,8.38,580,44,638000,2,In Progress,24.78,3.03,4.66,3.45,6.57,3.39,3.68,False,False,East,Education Loan,20221101,2022-11-01,2022,4,11,November,44,1,Tuesday,False,False,False
APP02469,OFF009,LT04,2022-03-20,20220320,,3356000,13.94,591,55,1982000,1,In Progress,44.35,5.97,7.59,7.01,9.76,6.71,7.31,False,False,South,Business Loan,20220320,2022-03-20,2022,1,3,March,11,6,Sunday,True,False,False
APP02470,OFF013,LT02,2024-05-23,20240523,2024-06-20,9163000,9.12,691,61,1267000,3,Approved,98.14,3.48,4.81,4.09,7.14,4.92,4.43,False,True,East,Home Loan,20240523,2024-05-23,2024,2,5,May,21,3,Thursday,False,False,False
APP02471,OFF004,LT04,2024-04-14,20240414,,4213000,13.96,567,32,1389000,0,In Progress,45.92,6.2,8.18,6.99,9.68,7.64,7.23,False,False,West,Business Loan,20240414,2024-04-14,2024,2,4,April,15,6,Sunday,True,False,False
APP02472,OFF045,LT02,2023-03-31,20230331,2023-05-17,5304000,9.29,648,55,1913000,1,Approved,47.03,5.8,8.32,7.44,11.21,7.09,7.17,True,False,East,Home Loan,20230331,2023-03-31,2023,1,3,March,13,4,Friday,False,True,True
APP02473,OFF031,LT01,2024-11-10,20241110,2024-12-06,247000,13.4,622,50,1018000,2,Rejected,26.87,3.2,5.02,3.85,6.63,4.17,4,False,False,South,Personal Loan,20241110,2024-11-10,2024,4,11,November,45,6,Sunday,True,False,False
APP02474,OFF004,LT03,2022-08-14,20220814,2022-09-06,523000,11.12,620,60,1338000,1,Rejected,23.64,2.56,4.91,2.84,6.32,3.14,3.87,False,False,West,Auto Loan,20220814,2022-08-14,2022,3,8,August,32,6,Sunday,True,False,False
APP02475,OFF018,LT03,2024-05-06,20240506,2024-05-30,1186000,11.37,737,52,1701000,2,Approved,24.1,2.66,4.24,3.41,6.38,3.71,3.7,False,False,North,Auto Loan,20240506,2024-05-06,2024,2,5,May,19,0,Monday,False,False,False
APP02476,OFF004,LT02,2022-03-25,20220325,2022-05-16,1138000,7.85,752,30,1584000,1,Rejected,227.97,6.49,9.21,8.42,12.59,8.58,7.47,True,True,West,Home Loan,20220325,2022-03-25,2022,1,3,March,12,4,Friday,False,False,False
APP02477,OFF021,LT02,2023-08-08,20230808,,72000,8.59,778,58,1723000,2,In Progress,25.6,3.32,4.19,3.89,6.14,3.89,4.17,False,False,East,Home Loan,20230808,2023-08-08,2023,3,8,August,32,1,Tuesday,False,False,False
APP02478,OFF039,LT01,2024-06-01,20240601,2024-06-25,265000,14.19,624,40,1444000,4,Approved,24.19,2.71,4.27,3.28,6.35,3.85,3.73,False,False,Central,Personal Loan,20240601,2024-06-01,2024,2,6,June,22,5,Saturday,True,False,False
APP02479,OFF032,LT03,2023-11-16,20231116,2023-12-12,399000,10.91,546,62,906000,1,Withdrawn,26.56,2.68,4.65,3.89,6.94,4.64,3.76,False,False,West,Auto Loan,20231116,2023-11-16,2023,4,11,November,46,3,Thursday,False,False,False
APP02480,OFF007,LT01,2022-09-24,20220924,2022-10-28,300000,12.53,618,24,585000,2,Rejected,34.55,3.95,6.25,5.39,8.95,4.95,5.06,False,False,South,Personal Loan,20220924,2022-09-24,2022,3,9,September,38,5,Saturday,True,False,False
APP02481,OFF048,LT03,2024-02-01,20240201,2024-02-18,91000,11.73,684,37,1007000,4,Rejected,17.92,1.78,3.57,2.17,5.09,2.53,2.78,False,False,North,Auto Loan,20240201,2024-02-01,2024,1,2,February,5,3,Thursday,False,False,False
APP02482,OFF018,LT02,2024-02-26,20240226,2024-04-15,8077000,7.76,747,43,1216000,2,Approved,49.85,6.68,9.02,7.88,11.32,7.74,7.21,True,False,North,Home Loan,20240226,2024-02-26,2024,1,2,February,9,0,Monday,False,False,False
APP02483,OFF007,LT02,2022-09-04,20220904,2022-10-17,4607000,8.79,630,45,334000,2,Rejected,43.5,5.09,7.85,6.51,10.14,6.71,7.2,False,False,South,Home Loan,20220904,2022-09-04,2022,3,9,September,35,6,Sunday,True,False,False
APP02484,OFF042,LT02,2023-01-31,20230131,,8034000,10.1,741,35,477000,2,In Progress,53.09,7.05,9.91,8.37,12.33,7.84,7.59,True,False,East,Home Loan,20230131,2023-01-31,2023,1,1,January,5,1,Tuesday,False,True,False
APP02485,OFF007,LT01,2023-12-04,20231204,2024-01-04,69000,12.72,805,54,1403000,2,Approved,31.31,3.12,5.79,5.16,8.05,4.4,4.79,False,False,South,Personal Loan,20231204,2023-12-04,2023,4,12,December,49,0,Monday,False,False,False
APP02486,OFF031,LT02,2022-11-11,20221111,2022-12-18,6762000,7.67,711,45,699000,1,Approved,37.71,4.96,6.77,5.51,8.87,5.93,5.67,False,False,South,Home Loan,20221111,2022-11-11,2022,4,11,November,45,4,Friday,False,False,False
APP02487,OFF013,LT04,2023-06-02,20230602,2023-06-30,2325000,15.27,646,36,1349000,3,Withdrawn,28.18,2.91,5.48,4.76,6.24,4.4,4.39,False,False,East,Business Loan,20230602,2023-06-02,2023,2,6,June,22,4,Friday,False,False,False
APP02488,OFF049,LT05,2023-12-13,20231213,2024-01-15,1926000,8.71,689,35,726000,3,Rejected,33.49,3.9,5.68,4.89,8.55,4.79,5.68,False,False,South,Education Loan,20231213,2023-12-13,2023,4,12,December,50,2,Wednesday,False,False,False
APP02489,OFF029,LT01,2024-06-12,20240612,2024-07-07,127000,12.18,695,51,731000,2,Rejected,25.68,2.91,4.63,3.76,6.51,4.16,3.71,False,False,West,Personal Loan,20240612,2024-06-12,2024,2,6,June,24,2,Wednesday,False,False,False
APP02490,OFF027,LT05,2024-10-28,20241028,2024-12-26,728000,8.21,623,39,1309000,0,Approved,59.58,6.65,11,9.33,15.08,9.16,8.36,True,False,West,Education Loan,20241028,2024-10-28,2024,4,10,October,44,0,Monday,False,False,False
APP02491,OFF011,LT05,2023-07-16,20230716,2023-08-15,645000,10.16,537,59,1598000,3,Rejected,30.05,3.68,5.36,4.82,7.45,4.37,4.37,False,False,East,Education Loan,20230716,2023-07-16,2023,3,7,July,28,6,Sunday,True,False,False
APP02492,OFF009,LT03,2022-04-04,20220404,2022-04-25,254000,10.23,698,42,1578000,3,Approved,21.76,2.25,4.4,3.06,5.74,3.32,2.99,False,False,South,Auto Loan,20220404,2022-04-04,2022,2,4,April,14,0,Monday,False,False,False
APP02493,OFF004,LT02,2024-03-25,20240325,2024-05-19,5301000,7.76,700,64,246000,3,Rejected,55.02,6.73,10.09,7.89,12.94,8.96,8.41,True,False,West,Home Loan,20240325,2024-03-25,2024,1,3,March,13,0,Monday,False,False,False
APP02494,OFF035,LT05,2022-06-03,20220603,2022-06-27,1594000,9.83,649,32,1214000,2,Approved,24.73,3.13,4.68,3.54,5.32,3.78,4.28,False,False,North,Education Loan,20220603,2022-06-03,2022,2,6,June,22,4,Friday,False,False,False
APP02495,OFF049,LT05,2024-02-26,20240226,2024-04-15,1385000,10.21,659,28,1776000,1,Approved,49.92,5.83,9.62,7.22,12.48,7.1,7.67,True,False,South,Education Loan,20240226,2024-02-26,2024,1,2,February,9,0,Monday,False,False,False
APP02496,OFF025,LT04,2023-07-11,20230711,2023-08-23,2201000,14.52,762,32,1882000,2,Approved,43.13,5.75,7.27,6.56,9.76,7.31,6.48,False,False,South,Business Loan,20230711,2023-07-11,2023,3,7,July,28,1,Tuesday,False,False,False
APP02497,OFF001,LT02,2023-03-23,20230323,2023-04-24,1776000,9.59,777,53,396000,4,Approved,32.49,3.42,5.95,4.76,7.96,5.1,5.3,False,False,North,Home Loan,20230323,2023-03-23,2023,1,3,March,12,3,Thursday,False,False,False
APP02498,OFF001,LT05,2024-07-21,20240721,2024-08-21,1125000,8.63,735,57,1722000,2,Rejected,31.37,3.88,6.05,5.05,7.34,4.05,5,False,False,North,Education Loan,20240721,2024-07-21,2024,3,7,July,29,6,Sunday,True,False,False
APP02499,OFF047,LT05,2023-06-15,20230615,2023-07-16,1846000,9.59,786,42,1272000,3,Withdrawn,31.16,3.72,5.35,4.99,7.59,4.73,4.78,False,False,East,Education Loan,20230615,2023-06-15,2023,2,6,June,24,3,Thursday,False,False,False
APP02500,OFF015,LT03,2023-07-04,20230704,2023-07-26,504000,11.84,651,21,1805000,2,Approved,22.74,2.83,4.53,3.12,5.77,3.36,3.13,False,False,North,Auto Loan,20230704,2023-07-04,2023,3,7,July,27,1,Tuesday,False,False,False
APP02501,OFF011,LT02,2022-04-04,20220404,2022-05-06,1762000,10.49,761,39,1501000,1,Approved,32.62,4.12,5.68,5.5,7.81,4.74,4.77,False,False,East,Home Loan,20220404,2022-04-04,2022,2,4,April,14,0,Monday,False,False,False
APP02502,OFF019,LT01,2022-10-31,20221031,2022-12-22,255000,11.96,504,29,1037000,1,Withdrawn,52.67,5.88,9.97,7.45,13.47,7.75,8.15,True,False,West,Personal Loan,20221031,2022-10-31,2022,4,10,October,44,0,Monday,False,True,False
APP02503,OFF018,LT02,2023-07-08,20230708,2023-08-09,4435000,10.4,663,32,934000,1,Approved,32.82,4.01,5.82,4.92,7.8,4.73,5.54,False,False,North,Home Loan,20230708,2023-07-08,2023,3,7,July,27,5,Saturday,True,False,False
APP02504,OFF004,LT02,2023-03-07,20230307,,3656000,8.95,640,26,676000,0,In Progress,35.31,4.46,6.12,4.9,8.65,5.65,5.53,False,False,West,Home Loan,20230307,2023-03-07,2023,1,3,March,10,1,Tuesday,False,False,False
APP02505,OFF001,LT03,2024-01-26,20240126,2024-02-28,420000,10.08,647,63,824000,1,Approved,33.8,3.9,6.33,5.28,9.19,4.8,4.3,True,False,North,Auto Loan,20240126,2024-01-26,2024,1,1,January,4,4,Friday,False,False,False
APP02506,OFF046,LT05,2023-06-25,20230625,2023-08-01,1453000,10.09,733,21,427000,1,Approved,37.9,4.2,7.14,5.93,9.41,5.82,5.4,True,False,Central,Education Loan,20230625,2023-06-25,2023,2,6,June,25,6,Sunday,True,False,False
APP02507,OFF027,LT05,2023-08-27,20230827,2023-10-12,951000,9.62,540,61,534000,1,Approved,46.63,5.24,8.7,7.18,11.41,7.04,7.06,True,False,West,Education Loan,20230827,2023-08-27,2023,3,8,August,34,6,Sunday,True,False,False
APP02508,OFF004,LT01,2023-12-30,20231230,2024-02-15,199000,14.02,814,33,1240000,3,Approved,47.42,4.99,8.88,7.33,11.71,7.11,7.4,True,False,West,Personal Loan,20231230,2023-12-30,2023,4,12,December,52,5,Saturday,True,False,False
APP02509,OFF018,LT02,2023-06-09,20230609,2023-07-11,4933000,9.42,635,54,1693000,4,Withdrawn,32.88,4.26,5.8,5.01,7.96,4.85,5,False,False,North,Home Loan,20230609,2023-06-09,2023,2,6,June,23,4,Friday,False,False,False
APP02510,OFF035,LT05,2022-08-06,20220806,2022-08-29,1114000,8.06,661,39,1066000,3,Approved,23.68,2.68,4.11,3.72,6.06,3.9,3.21,False,False,North,Education Loan,20220806,2022-08-06,2022,3,8,August,31,5,Saturday,True,False,False
APP02511,OFF045,LT04,2023-06-12,20230612,2023-07-19,2101000,15.85,633,23,1302000,2,Approved,37.32,4.51,6.73,6.09,8.41,5.77,5.81,False,False,East,Business Loan,20230612,2023-06-12,2023,2,6,June,24,0,Monday,False,False,False
APP02512,OFF041,LT05,2023-02-27,20230227,,487000,8.15,666,64,574000,1,In Progress,44.52,5.23,7.65,7.26,10.94,6.55,6.89,True,False,South,Education Loan,20230227,2023-02-27,2023,1,2,February,9,0,Monday,False,False,False
APP02513,OFF015,LT03,2023-07-05,20230705,2023-07-27,115000,10.31,644,62,1799000,1,Rejected,22.46,2.97,4.17,2.61,6.4,2.99,3.32,False,False,North,Auto Loan,20230705,2023-07-05,2023,3,7,July,27,2,Wednesday,False,False,False
APP02514,OFF041,LT04,2022-11-15,20221115,2022-12-28,80000,15.24,641,21,1243000,3,Withdrawn,43.98,5.83,8.22,6.72,10.48,6.24,6.49,False,False,South,Business Loan,20221115,2022-11-15,2022,4,11,November,46,1,Tuesday,False,False,False
APP02515,OFF047,LT04,2024-01-25,20240125,2024-03-16,1698000,13.13,677,56,1330000,0,Rejected,51.77,6.93,9.05,8.3,11.09,8.7,7.7,True,False,East,Business Loan,20240125,2024-01-25,2024,1,1,January,4,3,Thursday,False,False,False
APP02516,OFF031,LT01,2024-10-12,20241012,,449000,12.1,680,36,1606000,3,In Progress,29.18,2.98,5.72,3.86,7.79,4.33,4.5,False,False,South,Personal Loan,20241012,2024-10-12,2024,4,10,October,41,5,Saturday,True,False,False
APP02517,OFF012,LT02,2023-01-22,20230122,,7335000,8.72,669,32,931000,0,In Progress,32.43,4.39,6.36,4.46,7.06,5.54,4.62,False,False,West,Home Loan,20230122,2023-01-22,2023,1,1,January,3,6,Sunday,True,False,False
APP02518,OFF047,LT02,2023-08-01,20230801,2023-08-30,1353000,8.31,825,50,868000,1,Withdrawn,29.94,3.41,5.21,4.59,7.29,4.99,4.45,False,False,East,Home Loan,20230801,2023-08-01,2023,3,8,August,31,1,Tuesday,False,False,False
APP02519,OFF011,LT02,2024-03-18,20240318,2024-04-20,4116000,9.57,640,28,252000,2,Withdrawn,33.81,3.87,6.34,4.83,8.06,5.24,5.47,False,False,East,Home Loan,20240318,2024-03-18,2024,1,3,March,12,0,Monday,False,False,False
APP02520,OFF013,LT01,2022-10-21,20221021,2022-11-07,171000,12.14,734,56,1464000,3,Approved,17.49,2.48,3.12,2.65,3.92,2.96,2.36,False,False,East,Personal Loan,20221021,2022-10-21,2022,4,10,October,42,4,Friday,False,False,False
APP02521,OFF016,LT04,2024-04-04,20240404,2024-05-09,660000,15.66,474,50,950000,0,Approved,35.67,5.06,6.52,5.9,7.45,5.62,5.12,False,False,East,Business Loan,20240404,2024-04-04,2024,2,4,April,14,3,Thursday,False,False,False
APP02522,OFF034,LT02,2022-01-25,20220125,2022-03-14,2846000,7.76,615,25,1733000,1,Approved,48.56,6,8.76,7.01,11.57,7.69,7.53,True,False,West,Home Loan,20220125,2022-01-25,2022,1,1,January,4,1,Tuesday,False,False,False
APP02523,OFF025,LT04,2022-02-12,20220212,2022-03-28,3409000,14.98,678,52,974000,3,Approved,44.84,6.04,7.74,7.05,10.22,6.64,7.15,False,False,South,Business Loan,20220212,2022-02-12,2022,1,2,February,6,5,Saturday,True,False,False
APP02524,OFF001,LT01,2022-09-28,20220928,2022-11-15,481000,13.13,692,47,1001000,0,Approved,48.6,5.14,8.94,7.3,12.58,7.19,7.45,True,False,North,Personal Loan,20220928,2022-09-28,2022,3,9,September,39,2,Wednesday,False,False,False
APP02525,OFF006,LT03,2022-10-20,20221020,,853000,9.02,761,32,365000,1,In Progress,27.46,3.06,5.37,3.58,7.8,3.84,3.81,False,False,Central,Auto Loan,20221020,2022-10-20,2022,4,10,October,42,3,Thursday,False,False,False
APP02526,OFF039,LT01,2022-01-20,20220120,2022-02-12,181000,12.51,780,56,1271000,0,Approved,23.33,2.78,4.1,3.11,6.01,3.68,3.65,False,False,Central,Personal Loan,20220120,2022-01-20,2022,1,1,January,3,3,Thursday,False,False,False
APP02527,OFF007,LT05,2023-11-25,20231125,2024-01-16,1518000,8.89,694,56,206000,2,Approved,52.03,5.75,9.45,7.92,12.86,7.87,8.18,True,False,South,Education Loan,20231125,2023-11-25,2023,4,11,November,47,5,Saturday,True,False,False
APP02528,OFF006,LT02,2022-10-13,20221013,2022-11-27,8716000,10.47,635,63,1640000,2,Approved,45.15,5.72,8.25,7.14,10.58,6.6,6.86,False,False,Central,Home Loan,20221013,2022-10-13,2022,4,10,October,41,3,Thursday,False,False,False
APP02529,OFF037,LT04,2022-12-01,20221201,2023-01-20,3390000,14.73,792,30,1156000,1,Rejected,50.61,6.67,9.38,7.7,11.1,7.98,7.78,False,False,West,Business Loan,20221201,2022-12-01,2022,4,12,December,48,3,Thursday,False,False,False
APP02530,OFF031,LT02,2023-05-15,20230515,2023-06-15,990000,9.38,694,64,256000,2,Approved,31.55,4.08,5.8,4.53,7.51,4.55,5.08,False,False,South,Home Loan,20230515,2023-05-15,2023,2,5,May,20,0,Monday,False,False,False
APP02531,OFF045,LT03,2022-09-10,20220910,2022-09-29,88000,9.55,663,35,899000,3,Rejected,19.45,2.49,3.22,2.6,5.18,3.01,2.95,False,False,East,Auto Loan,20220910,2022-09-10,2022,3,9,September,36,5,Saturday,True,False,False
APP02532,OFF003,LT01,2023-08-31,20230831,2023-10-10,486000,14.06,785,45,1393000,2,Approved,40.81,4.28,7.06,6.72,10.78,6.25,5.72,True,False,North,Personal Loan,20230831,2023-08-31,2023,3,8,August,35,3,Thursday,False,True,False
APP02533,OFF027,LT02,2022-01-03,20220103,2022-02-14,3672000,9.44,749,28,1899000,1,Approved,42.31,5.07,7.85,6.51,10.23,6.75,5.9,False,False,West,Home Loan,20220103,2022-01-03,2022,1,1,January,1,0,Monday,False,False,False
APP02534,OFF002,LT02,2024-05-24,20240524,2024-06-26,8611000,8.2,660,29,1542000,3,Approved,33.42,4.25,5.92,4.87,7.78,5.81,4.79,False,False,South,Home Loan,20240524,2024-05-24,2024,2,5,May,21,4,Friday,False,False,False
APP02535,OFF023,LT03,2023-04-08,20230408,,1177000,10.69,687,34,1414000,4,In Progress,29.03,2.99,5.7,4.43,7.74,3.73,4.44,False,False,South,Auto Loan,20230408,2023-04-08,2023,2,4,April,14,5,Saturday,True,False,False
APP02536,OFF044,LT04,2022-08-19,20220819,2022-09-22,2519000,14.05,763,28,1792000,4,Approved,34.28,4.38,6.01,5.08,7.93,5.48,5.4,False,False,Central,Business Loan,20220819,2022-08-19,2022,3,8,August,33,4,Friday,False,False,False
APP02537,OFF008,LT02,2022-07-28,20220728,2022-09-11,5563000,8.91,647,28,1020000,2,Approved,45.03,5.34,8.22,6.8,10.89,7.04,6.74,True,False,West,Home Loan,20220728,2022-07-28,2022,3,7,July,30,3,Thursday,False,False,False
APP02538,OFF019,LT03,2022-06-06,20220606,2022-07-02,744000,10.6,625,21,1128000,1,Withdrawn,26.62,3.06,5.25,3.91,6.7,3.88,3.82,False,False,West,Auto Loan,20220606,2022-06-06,2022,2,6,June,23,0,Monday,False,False,False
APP02539,OFF008,LT03,2022-06-23,20220623,2022-07-16,1172000,11.75,596,62,1778000,1,Withdrawn,23.1,2.35,4.97,3.56,6.2,3.03,2.99,False,False,West,Auto Loan,20220623,2022-06-23,2022,2,6,June,25,3,Thursday,False,False,False
APP02540,OFF039,LT02,2022-12-31,20221231,,747000,7.73,679,47,1122000,1,In Progress,44.52,5.89,7.6,6.95,10.16,7.38,6.54,True,False,Central,Home Loan,20221231,2022-12-31,2022,4,12,December,52,5,Saturday,True,True,True
APP02541,OFF022,LT05,2023-01-07,20230107,2023-02-08,1154000,10.79,755,27,521000,2,Approved,32.57,3.8,6.1,5.4,8.05,4.79,4.43,False,False,North,Education Loan,20230107,2023-01-07,2023,1,1,January,1,5,Saturday,True,False,False
APP02542,OFF010,LT03,2023-08-11,20230811,,389000,11.17,817,57,781000,2,In Progress,16.66,1.6,3.26,2.34,4.46,2.56,2.44,False,False,East,Auto Loan,20230811,2023-08-11,2023,3,8,August,32,4,Friday,False,False,False
APP02543,OFF007,LT03,2024-10-19,20241019,2024-11-16,428000,9.09,726,45,677000,2,Approved,28.02,2.79,5.16,4.22,7.55,4.37,3.93,False,False,South,Auto Loan,20241019,2024-10-19,2024,4,10,October,42,5,Saturday,True,False,False
APP02544,OFF017,LT01,2022-01-05,20220105,2022-02-01,248000,14.15,674,39,830000,0,Approved,27.9,3.18,5.69,3.93,6.76,4.16,4.18,False,False,North,Personal Loan,20220105,2022-01-05,2022,1,1,January,1,2,Wednesday,False,False,False
APP02545,OFF010,LT02,2023-10-18,20231018,2023-11-11,400000,9.57,744,43,1625000,0,Approved,24.43,2.87,4.7,3.79,5.4,3.41,4.26,False,False,East,Home Loan,20231018,2023-10-18,2023,4,10,October,42,2,Wednesday,False,False,False
APP02546,OFF029,LT04,2022-05-18,20220518,2022-07-02,3418000,14.67,640,36,1359000,1,Approved,45.37,6.15,7.96,6.94,10.47,6.97,6.88,False,False,West,Business Loan,20220518,2022-05-18,2022,2,5,May,20,2,Wednesday,False,False,False
APP02547,OFF028,LT03,2022-10-24,20221024,2022-11-19,1227000,10.84,696,44,1931000,2,Approved,26.18,2.22,5.19,4.16,7.56,3.4,3.65,False,False,South,Auto Loan,20221024,2022-10-24,2022,4,10,October,43,0,Monday,False,False,False
APP02548,OFF009,LT02,2024-02-28,20240228,2024-04-29,5169000,9.21,520,29,614000,3,Approved,61.66,8.04,11.15,9.38,14.27,9.45,9.37,True,False,South,Home Loan,20240228,2024-02-28,2024,1,2,February,9,2,Wednesday,False,False,False
APP02549,OFF032,LT04,2024-09-12,20240912,2024-11-05,3665000,15.79,724,38,1492000,3,Withdrawn,54.89,7.08,9.85,8.55,12.58,8.71,8.12,False,False,West,Business Loan,20240912,2024-09-12,2024,3,9,September,37,3,Thursday,False,False,False
APP02550,OFF027,LT05,2023-11-14,20231114,2023-12-23,1519000,10.98,802,25,697000,2,Rejected,39.49,4.75,7.14,5.69,9.84,5.8,6.27,False,False,West,Education Loan,20231114,2023-11-14,2023,4,11,November,46,1,Tuesday,False,False,False
APP02551,OFF042,LT02,2024-02-24,20240224,2024-03-23,3187000,8.02,698,23,742000,2,Approved,28.7,3.66,5.49,4.32,6.62,4.44,4.17,False,False,East,Home Loan,20240224,2024-02-24,2024,1,2,February,8,5,Saturday,True,False,False
APP02552,OFF032,LT05,2024-10-05,20241005,2024-11-09,704000,8.54,661,62,1880000,1,Approved,35.71,4.44,6.39,5.5,9.12,5.13,5.13,False,False,West,Education Loan,20241005,2024-10-05,2024,4,10,October,40,5,Saturday,True,False,False
APP02553,OFF015,LT04,2022-06-21,20220621,2022-08-04,2790000,15.05,678,26,310000,1,Approved,44.95,5.6,8.21,6.76,10.1,7.12,7.16,False,False,North,Business Loan,20220621,2022-06-21,2022,2,6,June,25,1,Tuesday,False,False,False
APP02554,OFF027,LT05,2023-03-26,20230326,2023-05-13,1094000,10.97,580,52,1125000,2,Approved,48.82,6.02,8.65,7.33,12.76,7.07,6.99,True,False,West,Education Loan,20230326,2023-03-26,2023,1,3,March,12,6,Sunday,True,False,False
APP02555,OFF016,LT03,2022-01-06,20220106,2022-01-28,949000,11.75,646,48,1139000,2,Approved,22.97,2.53,4.24,3.29,6.35,3.23,3.33,False,False,East,Auto Loan,20220106,2022-01-06,2022,1,1,January,1,3,Thursday,False,False,False
APP02556,OFF002,LT03,2024-08-28,20240828,2024-09-25,727000,11.26,677,56,941000,4,Withdrawn,28.98,3.03,5.5,3.99,7.89,4.21,4.36,True,False,South,Auto Loan,20240828,2024-08-28,2024,3,8,August,35,2,Wednesday,False,False,False
APP02557,OFF008,LT01,2023-12-17,20231217,2024-01-11,356000,11.79,843,61,1176000,1,Rejected,25.76,3,4.66,4.16,6.94,3.75,3.25,False,False,West,Personal Loan,20231217,2023-12-17,2023,4,12,December,50,6,Sunday,True,False,False
APP02558,OFF050,LT02,2023-08-27,20230827,2023-10-23,8855000,7.51,788,62,660000,3,Approved,57.45,7.6,9.94,8.89,13.18,8.98,8.86,True,False,Central,Home Loan,20230827,2023-08-27,2023,3,8,August,34,6,Sunday,True,False,False
APP02559,OFF036,LT04,2023-05-12,20230512,2023-06-23,4091000,14.52,838,54,1452000,3,Approved,42.14,5.38,7.56,6.96,9.34,6.43,6.47,False,False,West,Business Loan,20230512,2023-05-12,2023,2,5,May,19,4,Friday,False,False,False
APP02560,OFF015,LT01,2022-10-10,20221010,2022-11-06,150000,12.97,755,40,1148000,1,Rejected,27.63,3.13,5.12,3.97,7.18,3.99,4.24,False,False,North,Personal Loan,20221010,2022-10-10,2022,4,10,October,41,0,Monday,False,False,False
APP02561,OFF045,LT02,2024-02-13,20240213,2024-03-21,9050000,9.84,704,51,1223000,2,Withdrawn,37.25,4.51,7.06,5.69,8.55,5.91,5.53,False,False,East,Home Loan,20240213,2024-02-13,2024,1,2,February,7,1,Tuesday,False,False,False
APP02562,OFF045,LT04,2024-02-01,20240201,2024-03-08,1178000,13.3,670,46,1650000,1,Approved,36.16,4.42,6.5,6.05,7.9,6.12,5.17,False,False,East,Business Loan,20240201,2024-02-01,2024,1,2,February,5,3,Thursday,False,False,False
APP02563,OFF007,LT05,2022-06-01,20220601,2022-07-06,868000,9.4,662,31,1122000,1,Rejected,35.94,4.24,6.55,5.42,8.88,5,5.85,False,False,South,Education Loan,20220601,2022-06-01,2022,2,6,June,22,2,Wednesday,False,False,False
APP02564,OFF039,LT02,2022-03-03,20220303,,5765000,8.85,735,56,1123000,0,In Progress,32.79,4.21,5.96,5.11,7.57,4.92,5.02,False,False,Central,Home Loan,20220303,2022-03-03,2022,1,3,March,9,3,Thursday,False,False,False
APP02565,OFF010,LT01,2023-05-17,20230517,2023-06-07,247000,11.64,689,45,480000,2,Rejected,21.26,2.56,4.22,2.95,5.14,3.23,3.16,False,False,East,Personal Loan,20230517,2023-05-17,2023,2,5,May,20,2,Wednesday,False,False,False
APP02566,OFF037,LT04,2022-11-03,20221103,2022-12-27,4874000,15.76,850,33,302000,4,Rejected,54.62,7.06,10.16,8.42,12.27,8.07,8.64,False,False,West,Business Loan,20221103,2022-11-03,2022,4,11,November,44,3,Thursday,False,False,False
APP02567,OFF031,LT02,2023-09-06,20230906,2023-10-08,2210000,9.95,715,58,1443000,2,Approved,32.77,4.22,5.92,4.28,8.21,5.12,5.02,False,False,South,Home Loan,20230906,2023-09-06,2023,3,9,September,36,2,Wednesday,False,False,False
APP02568,OFF047,LT03,2024-06-28,20240628,2024-07-31,980000,11.48,833,52,1844000,0,Rejected,33.84,3.44,6.34,4.85,9.45,4.9,4.86,True,False,East,Auto Loan,20240628,2024-06-28,2024,2,6,June,26,4,Friday,False,False,False
APP02569,OFF045,LT01,2023-08-11,20230811,2023-09-03,279000,12.79,734,27,982000,4,Rejected,23.45,2.63,4.37,4.16,6.46,2.87,2.96,False,False,East,Personal Loan,20230811,2023-08-11,2023,3,8,August,32,4,Friday,False,False,False
APP02570,OFF004,LT01,2022-12-22,20221222,2023-01-21,498000,13.6,678,32,1612000,3,Approved,30.78,2.93,5.66,4.38,8.47,4.23,5.11,False,False,West,Personal Loan,20221222,2022-12-22,2022,4,12,December,51,3,Thursday,False,False,False
APP02571,OFF001,LT04,2024-05-17,20240517,,3012000,15.65,674,44,1199000,2,In Progress,42.65,5.68,7.97,6.62,9.83,5.9,6.65,False,False,North,Business Loan,20240517,2024-05-17,2024,2,5,May,20,4,Friday,False,False,False
